"item_id","item_name","description","tooltip_desc","image1","image2","price","category_id","cat_also","cat_third","char_class","special","game_name","game_stack","game_color","game_type","spawn_text","rank","sold","date_created"
"570","Pier","Its a pier, surrounded by water. Adding a pier to your pond will make your home awesome. This item is a Champion Spawn Artifact, and was obtained from defeating Lord Oaks. ",,"pier.png","pier.png","9.99","44","0","0",,"0",,"0","1",NULL,NULL,"0","0","2020-08-04"
"571","Lava Rock Display","The Lava Rock Display comes from completing the Uniting The Tribes Quest line and The Valley of One Quest. This house decoration is animated and glows! Adding this to your collection will make your house look so cool.",,"lava-rock-display.png","lava-rock-display.png","7.49","44","0","0",,"0",,"0","1",NULL,NULL,"0","0","2020-08-04"
"572","Ladder","This item takes up 2 tiles and is used to reach the tops of castles and keeps. It is obtainable from Heritage Tokens. ",,"ladder.png","ladder.png","0.99","44","0","0",,"0",,"0","1",NULL,NULL,"0","0","2020-08-04"
"573","Peach Tree","This Peach Tree is a house add-on. It is obtained from Heritage tokens, and was a reward from the 9yh anniversary.Placing this in your home will allow you to harvest peaches! ",,"peach-tree.png","peach-tree.png","0.99","44","0","0",,"0",,"0","1",NULL,NULL,"0","0","2020-08-04"
"574","Plum Tree","The Plum Tree is a wonderful House Add-on that gives you plums! Having a Plume tree will save you time and effort, no more buying plums from NPC's!",,"plum-tree.png","plum-tree.png","6.99","44","0","0",,"0",,"0","1",NULL,,"0","0","2020-08-04"
"575","Mailbox","This Ultima Online mailbox is a great house addition so that players can leave items for you while you are not on. ",,"mailbox.png","mailbox.png","0.99","44","0","0",,"0",,"0","1",NULL,NULL,"0","0","2020-08-04"
"576","Mongbat Dartboard","The mongbat dartboard is a very cool house decoration in Ultima Online.","House Decoration","mongbat-dartboard.png","mongbat-dartboard.png","2.49","44","0","0",,"0",,"0","1",NULL,NULL,"0","0","2020-08-04"
"577","Suit Of Gold Armor","Ultima Online's suit of gold armor is a house decoration for those looking to give their home a festive or unique look.  These come from the heritage tokens and are found for sale in-game for around 2 million UO gold.  Make your house look like a castle with these cool suits of armor. ","Decoration","suit-of-gold-armor.png","suit-of-gold-armor.png","0.99","44","0","0",,"0",,"0","1",NULL,"<a href=""https://www.uoking.com/item-248/Heritage_Token"">Heritage Token</a>","0","0","2020-08-04"
"578","Candelabra Of Souls","The Candelabra Of Souls is a Traditional Minor Artifact that can be obtained by digging up treasure chests found with a treasure map. It can also be obtained by slaying a Leviathan. The drop rate is low and is influenced by your Luck.  ",,"candelabra-of-souls.png","candelabra-of-souls.png","4.99","44","0","0",,"0",,"0","1",NULL,NULL,"0","0","2020-08-04"
"579","Apple Tree","An Apple Tree is obtained by using a heritage token, which was a 9th anniversary buyers reward. This item is a house add-on that takes up one tile and can be harvested by double clicking. You can turn it back into a deed by using an Axe.",,"apple-tree.png","apple-tree.png","0.99","44","0","0",,"0",,"0","1",NULL,NULL,"0","0","2020-08-04"
"580","Fountain","This item is obtained from the heritage token which was a reward from the 9th anniversary. The Fountain is a House Add-on and uses up 4x4 tiles. It would make a great addition to any ones home because it is animated and sprays water on the top. ",,"fountain.png","fountain.png","1.99","44","0","0",,"0",,"0","1",NULL,NULL,"0","0","2020-08-04"
"581","Fountain Of Life","The Fountain of Life was an 8th anniversary gift and was obtained from anniversary tokens and Heritage Tokens. Places 10 bandages in the fountain will convert them into enhanced bandages. This can only be done once daily. ",,"fountain-of-life.png","fountain-of-life.png","0.99","44","0","0",,"0",,"0","1",NULL,"Heritage Token","0","0","2020-08-04"
"582","Swamp","Ultima Online's swamp tile is a house decoration for those looking to give their home a festive or unique look. ",,"swamp.png","swamp.png","1.71","44","0","0",,"0",,"0","1",NULL,NULL,"0","0","2020-08-04"
"583","Blessed Statue","The Blessed statue produces small amounts of magery reagent once per day. This item is part of the Spring Decor Collection and can no longer be bought from the Origin Store.",,"blessed-statue.png","blessed-statue.png","2.99","44","0","0",,"0",,"0","1",NULL,NULL,"0","0","2020-08-04"
"584","Dread Horn Tainted Mushroom","There are 4 types of mushroom, but this one is considered very rare. It can be obtained by doing the Dreadhorn Quests. ",,"dread-horn-tainted-mushroom.png","dread-horn-tainted-mushroom.png","0.99","44","0","0",,"0",,"0","1",NULL,NULL,"0","0","2020-08-04"
"585","Hearth Of The Home Fire","The Hearth of the Home Fire Decoration was obtained from a 7th anniversary gift, then later on obtainable from the Heritage Tokens. This item will make your home feeling warm and cozy, you'll never want to leave your house!",,"hearth-of-the-home-fire.png","hearth-of-the-home-fire.png","0.99","44","0","0",,"0",,"0","1",NULL,NULL,"0","0","2020-08-04"
"586","Sherry the Mouse","This old school event reward is a mouse statue called sherry the mouse. Sherry the Mouse was a faithful companion to Lord British. It will tell you current events when the word ""News"" is spoken close by. ",,"sherry-the-mouse.png","sherry-the-mouse.png","0.99","44","0","0",,"0",,"0","1",NULL,NULL,"0","0","2020-08-04"
"587","Maple Tree","Got room in your yard from some nice maple trees? Just double click the deed to place maple trees in Ultima Online. This item was an 11 year collection reward. ",,"maple-tree.png","maple-tree.png","5.99","44","0","0",,"0",,"0","1",NULL,,"0","0","2020-08-04"
"588","Bed Of Nails","This great Halloween or evil decoration is very festive for creating that special house look. Send your enemies to sleep with this cool bed of nails. This item is part of the Evil Home Decor set.",,"bed-of-nails.png","bed-of-nails.png","0.99","44","0","0",,"0",,"0","1",NULL,NULL,"0","0","2020-08-04"
"589","Potted Silver Sapling","The potted Silver Sapling was a 12th anniversary gift. This little tree will Make a great addition to any home especially for those who love house plants!",,"potter-silver-sapling.png","potter-silver-sapling.png","0.99","44","0","0",,"0",,"0","1",NULL,NULL,"0","0","2020-08-04"
"590","Broken Fallen Chair","This item is a house add-on that can be obtained by using a heritage token. Which was an early buyer reward from the 9th anniversary. This item takes up one tile.",,"broken-fallen-chair.png","broken-fallen-chair.png","0.99","44","0","0",,"0",,"0","1",NULL,NULL,"0","0","2020-08-04"
"591","Rock","An animated water tile... Its a Rock! This piece is the perfect decoration if you're trying to make your home look more natural. ",,"rock.png","rock.png","27.49","44","0","0",,"0",,"0","1",NULL,,"0","0","2020-08-04"
"592","Ghost Ship Anchor","The Ghost Ship Anchor is a rare item. It is a Traditional Minor Artifact which can be obtained only by killing Leviathan, but the drop rate is low. This item comes in multiple colors. ",,"ghost-ship-anchor.png","ghost-ship-anchor.png","2.49","44","0","0",,"0",,"0","1",NULL,NULL,"0","0","2020-08-04"
"593","Carved Wooden Screen","The Carved Wooden Screen is a house add-on that is part of the Spring Decor Collection. This item is a nice addition to any of your rooms.",,"carved-wooden-screen.png","carved-wooden-screen.png","2.99","44","0","0",,"0",,"0","1",NULL,NULL,"0","0","2020-08-04"
"594","Lamp Post","This is a rounded style lamp post which is used in many UO houses for decoration; The only way to get the rounded style is this specific lamp post. Add a new one of these to your front porch to really bring you home to life.",,"lamp-post-(round-style).png","lamp-post-(round-style).png","1.99","44","0","0",,"0",,"0","1",NULL,NULL,"0","0","2020-08-04"
"595","Suit Of Silver Armor","Ultima Online's suit of silver armor is a house decoration for those looking to give their home a festive or unique look. ",,"suit-of-silver-armor.png","suit-of-silver-armor.png","0.99","44","0","0",,"0",,"0","1",NULL,"Heritage Token","0","0","2020-08-04"
"596","Guillotine","This item was a buyers reward from the 9th anniversary. The Guillotine will give any home some spooky vibes. Careful when setting up your guillotine trap.. you may lose your head!",,"guillotine.png","guillotine.png","0.99","44","0","0",,"0",,"0","1",NULL,NULL,"0","0","2020-08-04"
"597","Sacrificial Altar","One sacrificial alter is all you need to harness the souls of your enemies.  It also makes for a great UO house decoration if you're going for a Gothic themed home. It is part of the Evil Home Decor set.",,"sacrificial-altar.png","sacrificial-altar.png","0.99","44","0","0",,"0",,"0","1",NULL,NULL,"0","0","2020-08-04"
"598","Chaos Tile Deed","This is a really cool floor decoration called the chaos tile deed. It is part of a virtue tile set but this is the only one with black and red colors.","Floor Decoration","chaos-tile-deed.png","chaos-tile-deed.png","2.49","44","0","0",,"0",,"0","1",NULL,NULL,"0","0","2020-08-04"
"599","Ultima Banner","Ultima Online's Ultima Banner is a house decoration for those looking to show your love for Ultima Online! This item was a 12th anniversary gift from 2009! ",,"ultima-banner.png","ultima-banner.png","0.99","44","0","0",,"0",,"0","1",NULL,NULL,"0","0","2020-08-04"
"600","Rocking Horse","Want a giant rocking horse to display in your UO house? This item was a Holiday Gift in 2010
",,"rocking-horse.png","rocking-horse.png","0.99","44","0","0",,"0",,"0","1",NULL,NULL,"0","0","2020-08-04"
"601","2016 Holiday Gift Token","Gifts are delivered inside 1 of 8 different gift boxes available in over 100 different hues, including 8 rare hues!

Dyeable Floor Mosaic Tile set
Can be dyed with furniture and natural dyes

Decorative Miniature Sleigh and reindeer
Includes engraving indicating which 1 of 30 different locations throughout Ultima Online

Player karma affects the engraving
Can be locked down inside a house and used to spawn the reindeer portion of the sleigh and reindeer

Snowy Tree House Addon
Can be dyed with furniture and natural dyes

Box of Grass Tiles
3 Grass Tiles which can be placed within a home

Box of Snow Tiles
3 Snow Tiles which can be placed within a home

Box of Sand Tiles
3 Sand Tiles which can be placed within a home
",,"2016-holiday-gift-token.png","2016-holiday-gift-token.png","1.99","10","0","0",,"0",,"0","1",NULL,,"5","0","2020-08-04"
"602","2017 Holiday Gift Token","Here is the complete list of choices from the 2017 holiday gift token.

Choose from the following Ultima Online items:
	
Holiday Bells

Holiday Ribbon

Candy Cane

Firefly Garland

Jewelry Box",NULL,"2017-holiday-gift-token.png","2017-holiday-gift-token.png","1.99","10","0","0",,"0",,"0","1",NULL,NULL,"5","0","2020-08-04"
"603","19th Anniversary Gift Token","Here is some of the great collectible gifts from the 19th anniversary token: 

Random tinkering recipe
A Weathered Bronze Globe Sculpture
A Weathered Man on a Bench Sculpture
A Weathered Bronze Fairy Sculpture
A Weathered Bronze Archer Sculpture

A Potted Amaryllis 15 hues","Random tinkering recipe
A Weathered Bronze Globe Sculpture
A Weathered Man on a Bench Sculpture
A Weathered Bronze Fairy Sculpture
A Weathered Bronze Archer Sculpture

A Potted Amaryllis 15 hues","19th-anniversary-gift-token.png","19th-anniversary-gift-token.png","0.99","10","0","0",,"0",,"0","1",NULL,"Given to all established characters with decent total skill.","5","0","2020-08-04"
"604","Holiday Gift Token 2019","A cherished remnant of Britannia’s festive past, the Holiday Gift Token 2019 stands as a keepsake from a time of celebration and generosity. Issued to adventurers who braved the realms that year, this token allowed players to claim an exclusive holiday-themed reward of their choosing. Whether exchanged for decorative items, useful tools, or rare collectibles, each selection carried with it a sense of nostalgia and seasonal spirit.",NULL,"holiday-gift-token-2019.png","holiday-gift-token-2019.png","0.99","10","0","0",,"0",,"0","1",NULL,NULL,"5","0","2020-08-04"
"605","Fire Beetle Untrained","This fire beetle is an amazing 1 slot starting pet that can be trained all the way up to the max 5.  It also acts as a utility pet for crafting characters who need a smelter on the go.  Smelt your ingots down by using the beetle as a forge. ",,"fire-beetle-untrained.png","fire-beetle-untrained.png","4.49","2","9","0",,"0",,"0","1",NULL,"Solan Ant Hole (West of Minoc Moongate)","3","0","2020-08-04"
"606","Special Dye Tub","This particular tub is special because these colors are only obtained from this dye tub. There is a large variety of hues included. The special dye tub has no restrictions on use, which means anyone can use it.",,"special-dye-tub.png","special-dye-tub.png","3.99","41","0","0",,"0",,"0","1",NULL,,"0","0","2020-08-04"
"607","Leather Dye Tub","This is the very first Ultima Online leather dye tub introduced into Ultima Online. It is widely used as the means of dying leather armor in the game.  There are some special colors that require other types of Ultima Online leather tubs. Unfortunately, your account has to be at least 2 years old to use this dye tub. So make sure your account is old enough before purchasing!",,"leather-dye-tub.png","leather-dye-tub.png","6.99","41","0","0",,"0",,"0","1",NULL,,"0","0","2020-08-04"
"608","Bloodwood Spirit","Weight: 1 Stone
+5 Necromancy
+10 Spirit Speak
Random Protection","Weight: 1 Stone
+5 Necromancy
+10 Spirit Speak
Random Protection","bloodwood-spirit-(spirit-speak).png","bloodwood-spirit-(spirit-speak).png","0.99","28","0","0",,"0",,"0","1",NULL,"Paragon Mobs / Treasure Maps","0","0","2020-08-09"
